,cca_1,cca_2,cca_3,cca_4,cca_5,cca_6,cca_7,cca_8,cca_9,cca_10,cca_11,cca_12,cca_13,cca_14,cca_15,cca_16,cca_17,cca_18,cca_19,cca_20,cca_21,cca_22,cca_23,cca_24,cca_25,cca_26,cca_27,cca_28,cca_29,cca_30,cca_31,cca_32,cca_33,cca_34,cca_35,cca_36,cca_37,cca_38,cca_39,cca_40,cca_41,cca_42,cca_43,cca_44,cca_45,cca_46,cca_47,cca_48,cca_49,cca_50,cca_51,cca_52,cca_53,cca_54,cca_55,cca_56,cca_57,cca_58,cca_59,cca_60,cca_61,cca_62,cca_63,cca_64,cca_65,cca_66,cca_67,cca_68,cca_69,cca_70,cca_71,cca_72,cca_73,cca_74,cca_75,cca_76,cca_77,cca_78,cca_79,cca_80,cca_81,cca_82,cca_83,cca_84,cca_85,cca_86,cca_87,cca_88,cca_89,cca_90,cca_91,cca_92,cca_93
0,0.371926613693957,0.39212503511371,0.41976199371344997,0.448304885194932,0.483764175139701,0.530302098112411,0.5675575930734239,0.573866074730344,0.553549290727745,0.524422225165692,0.479003443274854,0.4314783040090971,0.410607982355426,0.42529581568551006,0.40848448912605606,0.39551392177712796,0.41602267314165003,0.417158545974659,0.41765427267706295,0.42430604371020103,0.4349112167154,0.44038465032163704,0.447091424645874,0.444522806387264,0.44186261694282003,0.452452920539311,0.429925049038337,0.40917830785575005,0.41100308110786204,0.42518987063677705,0.426097529632878,0.43477778690708296,0.44276820000324896,0.451026819863548,0.46287813702079295,0.465372346552956,0.46231954956465204,0.450949744135802,0.44492533585770005,0.441821120890188,0.43998065255685503,0.441944195815465,0.4436054815334629,0.446351614967511,0.4438216291812871,0.448092720477583,0.45641444667641295,0.459033295597791,0.4611275647238471,0.467867336981806,0.46924433632553597,0.46133450741715404,0.45459610987979204,0.444920722949967,0.444645661091618,0.448869789184535,0.45785699020467796,0.452490535552307,0.44275549906107897,0.428697003164392,0.41835344491877796,0.412066759584146,0.404362871647174,0.39046062859973996,0.38665805290773203,0.381147041406758,0.38228703219298205,0.38480042320662794,0.3946971035380121,0.39762634754061105,0.38206507259234995,0.377066208216374,0.37509141150097497,0.3814093185380121,0.381780428853151,0.398364957930474,0.41408899108836894,0.42786842512995504,0.436315043963613,0.455600123164392,0.463866363443795,0.468548177540611,0.458456580961663,0.44940180875568503,0.4513936258674461,0.483083933209877,0.5197681033885639,0.552295789671865,0.5878773242787521,0.6296734487004549,0.639774730233918,0.6085480011208579,0.5689798352988951
1,0.536276443693957,0.53892288511371,0.54004454371345,0.544894415194932,0.567112665139701,0.614921768112411,0.650505113073424,0.665892344730344,0.659602550727745,0.634924535165692,0.613062323274854,0.5952184740090971,0.570390572355426,0.53411778568551,0.48116108912605604,0.473377561777128,0.47432143314165004,0.473719995974659,0.476156722677063,0.484054493710201,0.4759994667154,0.48992904032163703,0.504298664645874,0.517316056387264,0.5135750469428201,0.5253519105393111,0.553647059038337,0.55264563785575,0.552749061107862,0.550624840636777,0.5532158496328791,0.557207216907083,0.5590713100032491,0.573503979863548,0.585346317020793,0.5908913065529561,0.591338719564652,0.569926634135802,0.5395261758577,0.515088460890188,0.491043942556855,0.480985575815465,0.48271747153346295,0.493282034967511,0.512924409181287,0.516671180477583,0.525775826676413,0.535458185597791,0.549211214723847,0.546823766981806,0.544503076325536,0.518171037417154,0.49826481987979204,0.48214933294996704,0.467514531091618,0.451935279184535,0.4370441102046779,0.423474825552307,0.4182351890610789,0.410572203164392,0.40896650491877795,0.412982069584146,0.402929631647174,0.40111824859974,0.39828816290773206,0.387974921406758,0.3777030221929821,0.36898990320662794,0.37158122353801204,0.361763847540611,0.3577865525923499,0.355128598216374,0.34863487150097494,0.343951938538012,0.359134888853151,0.37175191793047396,0.37846036108836895,0.37431309512995503,0.379268073963613,0.38449906316439203,0.406511433443795,0.428748167540611,0.465466050961663,0.473813798755685,0.4757370658674461,0.47840874320987703,0.489020883388564,0.48255868967186494,0.462122504278752,0.45398041870045497,0.46946477023391797,0.45966815112085796,0.444798195298895
2,0.47400976369395703,0.49435867511371,0.51407013371345,0.533425885194932,0.549669425139701,0.557163108112411,0.558409353073424,0.5613498547303439,0.555179000727745,0.5459291551656921,0.537229553274854,0.5364318540090971,0.529296542355426,0.50672354568551,0.46535458912605604,0.449671081777128,0.45775655314165004,0.455224615974659,0.47020560267706296,0.474842743710201,0.4758031767154,0.48729877032163704,0.49255703464587397,0.487364916387264,0.48822735694282005,0.49336034053931105,0.501979129038337,0.49836438785575105,0.4944092811078621,0.4910881406367771,0.489971509632878,0.49677477690708205,0.486008120003249,0.489096649863548,0.488206527020793,0.48843728655295604,0.4911200695646521,0.48555639413580204,0.4751824658577,0.477373100890188,0.472792742556855,0.471599375815465,0.4723863715334629,0.476322954967511,0.4809953191812871,0.48971444047758295,0.49719357667641295,0.494638865597791,0.49002877472384704,0.486666526981806,0.489330926325536,0.485783007417154,0.493078829879792,0.49362616294996703,0.489346891091618,0.482418779184535,0.48020332020467793,0.475416515552307,0.48458065906107894,0.47790171316439206,0.45834048491877794,0.462251309584146,0.46645266164717397,0.46478410859973995,0.46273474290773203,0.459978131406758,0.46375010219298207,0.458749753206628,0.4654099335380121,0.475843477540611,0.49356709259234993,0.514426108216374,0.528679571500975,0.5410271085380121,0.559891658853151,0.570453137930474,0.571449521088369,0.543235515129955,0.537528193963613,0.533748493164392,0.539941583443795,0.5292578375406111,0.550055340961663,0.5668455287556851,0.574622735867446,0.565801493209877,0.562225513388564,0.562055879671865,0.576609684278752,0.5972534687004549,0.621410390233918,0.6298060011208579,0.630033305298895
3,0.426696783693957,0.43903228511371,0.45682902371344997,0.471832935194932,0.478289685139701,0.496846408112411,0.535103913073424,0.557437874730344,0.568325330727745,0.5623668551656921,0.552752673274854,0.5297510840090971,0.48299131235542603,0.47545054568551004,0.47981207912605606,0.47589225177712796,0.49229556314165,0.47734809597465905,0.47675561267706296,0.47119475371020103,0.46563734671539997,0.466504530321637,0.48733196464587397,0.477638786387264,0.46787391694282005,0.469099110539311,0.473045649038337,0.48380062785575106,0.4942188011078621,0.49772184063677705,0.490034859632878,0.47684272690708296,0.462628630003249,0.457739759863548,0.46441706702079294,0.47814239655295604,0.46922494956465205,0.473603364135802,0.4784056358577,0.477681570890188,0.480250782556855,0.481691515815465,0.47770895153346293,0.470321804967511,0.4736506391812871,0.47936594047758296,0.48143483667641296,0.479827955597791,0.47210356472384707,0.46605076698180603,0.464966896325536,0.46724657741715403,0.47185706987979203,0.462971002949967,0.454147271091618,0.447674929184535,0.44285131020467794,0.423882625552307,0.41211140906107896,0.39596277316439205,0.3819093449187779,0.371828019584146,0.340958831647174,0.31875056859974,0.314928732907732,0.310826311406758,0.321254542192982,0.323867823206628,0.341507213538012,0.354253737540611,0.35959731259234995,0.373424238216374,0.39070559150097495,0.41491227853801205,0.439098818853151,0.45956886793047397,0.478321341088369,0.49505685512995506,0.517464033963613,0.548953023164392,0.534461383443795,0.5217384275406111,0.497576240961663,0.540571398755685,0.5676902658674461,0.5594558432098771,0.553273633388564,0.553031369671865,0.547284494278752,0.535515658700455,0.528894230233918,0.535147081120858,0.535763875298895
4,0.48320832369395705,0.51757067511371,0.54888106371345,0.562803555194932,0.5959287751397011,0.611307218112411,0.6078874430734239,0.590324624730344,0.568009710727745,0.5583532051656921,0.546238033274854,0.5168789040090971,0.478698182355425,0.47032977568551004,0.46943911912605607,0.469664571777128,0.45673787314165004,0.45565907597465904,0.472913622677063,0.474388413710201,0.4695162967154,0.475290610321637,0.484362484645874,0.486600806387264,0.47230326694282004,0.468588490539311,0.46794370903833704,0.47500324785575004,0.4839120911078621,0.49755189063677707,0.508951369632878,0.508634076907083,0.492109290003249,0.480759499863548,0.472930507020793,0.464565736552956,0.47489334956465207,0.470957844135802,0.4781997758577,0.478374660890188,0.472695262556855,0.47404915581546503,0.47278199153346295,0.471469984967511,0.47383746918128705,0.482730490477583,0.494854666676413,0.506853355597791,0.513186224723847,0.514325376981806,0.516273046325536,0.512411357417154,0.517623159879792,0.511336172949967,0.515993191091618,0.511991699184535,0.49939006020467797,0.488492465552307,0.48136292906107897,0.47530988316439204,0.4620403749187779,0.462764279584146,0.452083811647174,0.43619974859974,0.42019449290773203,0.412616141406758,0.4026271121929821,0.40435650320662797,0.40724917353801204,0.40517869754061103,0.39968609259234994,0.404303398216374,0.406207221500975,0.41192185853801205,0.41712066885315097,0.434139117930474,0.43474676108836896,0.450093675129955,0.467951343963613,0.48180337316439203,0.479836133443795,0.46958547754061103,0.46488900096166297,0.480851938755685,0.520747375867446,0.5608652932098771,0.5781658033885639,0.572694129671865,0.575097014278752,0.589900178700455,0.5978874402339179,0.5846600911208579,0.579107285298895
5,0.36787068369395703,0.35847519511371,0.36763630371344996,0.380692785194932,0.392907225139701,0.40433235811241097,0.42268868307342405,0.45070342473034397,0.478306220727745,0.49188020516569203,0.553526433274854,0.597235674009097,0.6009175023554261,0.57434899568551,0.552449989126056,0.5248203517771279,0.49582345314165005,0.507112225974659,0.501706512677063,0.502726253710201,0.49607527671539997,0.49458206032163704,0.470952864645874,0.446875406387264,0.44357888694282005,0.444318270539311,0.431788239038337,0.42512651785575106,0.4203219611078621,0.43165348063677705,0.430158829632878,0.42388609690708295,0.432473480003249,0.44072384986354796,0.453531507020793,0.46136592655295605,0.46327630956465204,0.45573099413580204,0.44190046585770004,0.435105930890188,0.436507282556855,0.450535045815465,0.46548479153346295,0.481806044967511,0.49526116918128704,0.5048718804775829,0.5142989166764129,0.515556985597791,0.520668784723847,0.518913816981806,0.509620456325536,0.506032817417154,0.5086441198797921,0.5185674029499671,0.5180579410916181,0.520781609184535,0.5164124002046779,0.512396935552307,0.507498009061079,0.500466543164392,0.5039503949187779,0.499864159584146,0.482921971647174,0.47613189859974,0.47216526290773203,0.467081961406758,0.45858342219298204,0.44346249320662795,0.43398227353801205,0.412740137540611,0.40178087259234996,0.397722318216374,0.403646491500975,0.40591951853801206,0.407644468853151,0.406167557930474,0.403710191088369,0.40551975512995503,0.421238673963613,0.431217793164392,0.42976755344379497,0.455696657540611,0.478031680961663,0.486236458755685,0.48141690586744607,0.523153273209877,0.553728223388564,0.545926709671865,0.539108484278752,0.556990288700455,0.5903487202339179,0.6081973011208579,0.593571445298895
6,0.46391447369395705,0.49581985511371,0.53702765371345,0.580933995194932,0.6257091451397011,0.647904698112411,0.6526568130734239,0.643360604730344,0.620422700727745,0.603426555165692,0.585545613274854,0.564657714009097,0.5328760823554249,0.5001343456855101,0.4791611091260561,0.482726641777128,0.48765425314165006,0.482297415974659,0.49999242267706295,0.48734264371020103,0.4832405767154,0.512787180321638,0.5190563946458739,0.511025996387264,0.5129882669428201,0.506052380539311,0.515114159038337,0.48924342785575003,0.4761569611078621,0.48498747063677705,0.502513399632879,0.505097086907083,0.493278250003249,0.48859175986354797,0.48595093702079295,0.47370989655295603,0.4680782995646521,0.466674034135802,0.4616705358577,0.465377790890188,0.465281972556855,0.461255755815465,0.45554373153346295,0.446409324967511,0.44987834918128705,0.45259955047758293,0.45755747667641294,0.459811765597791,0.45961314472384707,0.45134644698180604,0.435571226325536,0.431326487417154,0.42692565987979203,0.42481628294996704,0.424041971091618,0.421138489184535,0.42339473020467794,0.423636815552307,0.42571123906107894,0.43445174316439206,0.43916885491877794,0.443442499584145,0.444276251647174,0.43964190859973995,0.4395723129077321,0.42402965140675797,0.42095296219298295,0.42274237320662794,0.4303464935380121,0.437165277540611,0.44440437259234994,0.450899278216374,0.45175337150097494,0.4778863785380121,0.49795944885315097,0.49598183793047396,0.49932705108836895,0.48589348512995506,0.489629003963613,0.48918124316439204,0.466825123443795,0.47237621754061104,0.49666793096166295,0.525073638755685,0.541286735867446,0.548139483209877,0.548999103388564,0.5494801796718649,0.535062104278752,0.513312158700455,0.507190360233918,0.5181908511208579,0.501761025298895
7,0.38747964369395704,0.39269595511371,0.39593891371344997,0.405861895194932,0.446853115139701,0.5051695381124109,0.548203123073424,0.546242424730344,0.534666070727745,0.518431145165692,0.501946603274854,0.48871724400909705,0.475504392355426,0.44868826568551,0.42248629912605606,0.413409271777128,0.40192998314165,0.411088305974659,0.414175172677063,0.410853073710201,0.40912670671539997,0.41033209032163703,0.40859035464587395,0.40268277638726396,0.40570068694282,0.40700250053931103,0.40931389903833704,0.4096499678557511,0.40591467110786206,0.40349780063677704,0.403027699632878,0.40245310690708297,0.40838226000324895,0.42331828986354797,0.44166570702079294,0.45518632655295604,0.45775810956465207,0.447995304135802,0.4523125658577,0.463843630890188,0.466355912556855,0.462821945815465,0.4558527815334629,0.449228834967511,0.44122077918128705,0.43620620047758296,0.44177802667641297,0.44466534559779103,0.44688440472384705,0.446047726981806,0.442914066325536,0.44088635741715404,0.44104082987979204,0.439296732949967,0.436749581091618,0.433187289184535,0.43506343020467797,0.432805725552307,0.43786527906107897,0.43930278316439203,0.43324358491877796,0.438331099584146,0.436201761647174,0.43065229859973997,0.42795260290773207,0.423255731406758,0.40742311219298205,0.40189493320662795,0.39493632353801206,0.392676307540611,0.38747192259234997,0.391898678216374,0.383033931500975,0.37100281853801204,0.379682288853151,0.40686514793047396,0.42866733108836896,0.43988340512995505,0.465268253963613,0.48642989316439206,0.489778813443795,0.501366757540611,0.549047480961663,0.5738400787556851,0.5567590958674461,0.539315093209877,0.555058983388564,0.5624257596718649,0.563749324278752,0.538983118700455,0.513866600233918,0.502686681120858,0.505538095298895
8,0.39800611369395705,0.41142433511371,0.43776983371344996,0.482018145194932,0.5418150951397009,0.589194438112411,0.599573773073424,0.597336774730344,0.578580330727745,0.558944475165692,0.549886153274854,0.5405005640090971,0.523541882355426,0.49029059568551003,0.48480932912605607,0.474526531777128,0.45822593314165005,0.46993171597465905,0.46505700267706296,0.448447573710201,0.4649283367154,0.454312380321637,0.44096498464587397,0.429731486387264,0.44745204694282004,0.441837350539311,0.435958579038337,0.4273032578557511,0.4306446611078621,0.4576844706367771,0.458870629632878,0.45971122690708294,0.449355880003249,0.44377140986354796,0.44173627702079293,0.448901926552956,0.4740097295646521,0.474468244135802,0.4624025558577,0.447120360890188,0.430589442556855,0.433561795815465,0.4438100915334629,0.441244464967511,0.44177326918128706,0.45115207047758293,0.45045492667641296,0.452011995597791,0.45126832472384704,0.450378106981806,0.454253666325536,0.45841317741715404,0.44777611987979204,0.440006062949967,0.429244761091618,0.428941579184535,0.43505754020467796,0.438956575552307,0.43373863906107896,0.43848868316439205,0.42140560491877793,0.421807099584146,0.411581831647174,0.40962437859974,0.4112403729077321,0.402093801406758,0.39131361219298205,0.38670327320662795,0.3797477935380121,0.36808316754061104,0.37588535259234995,0.390600288216374,0.402993121500975,0.40767615853801203,0.406810878853151,0.42338129793047397,0.43968435108836895,0.434480165129955,0.439906423963613,0.44673061316439205,0.436314713443795,0.42002155754061105,0.424348090961663,0.455351668755685,0.47970781586744604,0.488037033209877,0.488883823388564,0.46172851967186496,0.44199525427875197,0.456336708700455,0.459689070233918,0.46506922112085797,0.459779725298895
9,0.48913366369395705,0.50195314511371,0.51476741371345,0.520050835194932,0.518762615139701,0.531599068112411,0.563058593073424,0.586494094730344,0.601355460727745,0.5920145251656921,0.5739622732748539,0.5690122640090971,0.556745022355426,0.5246424356855101,0.47602577912605604,0.44685370177712797,0.44849483314165006,0.43896826597465904,0.426161842677063,0.439982583710201,0.4463818567154,0.457753990321637,0.473328104645874,0.484072536387264,0.50353483694282,0.5155084305393111,0.513284579038337,0.5182337278557511,0.533648441107862,0.527989340636777,0.521567909632878,0.521809026907083,0.512336750003249,0.511607379863548,0.5190291670207929,0.525179276552956,0.5199142395646521,0.508886264135803,0.49757358585770006,0.492263170890188,0.488111752556855,0.474081225815465,0.4665180915334629,0.456433454967511,0.4574802691812871,0.45979262047758296,0.466013556676413,0.455704915597791,0.44933391472384704,0.442935076981806,0.448833766325536,0.450429497417154,0.45523794987979205,0.457828842949967,0.45480551109161804,0.46253684918453497,0.46401841020467793,0.461664675552307,0.453477199061079,0.45366922316439207,0.4472488549187779,0.458070129584146,0.452673891647174,0.44717249859973995,0.44120558290773204,0.44433204140675797,0.44676730219298205,0.45480515320662795,0.46582400353801207,0.46377873754061105,0.46253375259234997,0.467604108216374,0.451016211500975,0.45365386853801204,0.459611858853151,0.476860147930474,0.459225041088369,0.47086766512995504,0.489206383963613,0.492381353164392,0.48809975344379497,0.513005187540611,0.513262600961663,0.518246008755685,0.532543285867446,0.546919323209877,0.5597943233885639,0.5735693296718649,0.5747806042787521,0.581096968700455,0.591367070233918,0.5837590211208579,0.576725425298895
